catalogue_index	tf_symbol	present_in_rna	exclusion_reason	reference_name	reference_version
751	PURB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
752	PURG	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
753	RAG1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
754	RARA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
755	RARB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
756	RARG	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
757	RAX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
758	RAX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
759	RBAK	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
760	RBCK1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
761	RBPJ	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
762	RBPJL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
763	RBSN	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
764	REL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
765	RELA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
766	RELB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
767	REPIN1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
768	REST	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
769	REXO4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
770	RFX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
772	RFX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
773	RFX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
774	RFX5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
775	RFX6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
776	RFX7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
778	RHOXF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
779	RHOXF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
780	RHOXF2B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
781	RLF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
783	RORB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
784	RORC	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
785	RREB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
786	RUNX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
788	RUNX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
790	RXRB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
791	RXRG	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
792	SAFB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
793	SAFB2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
794	SALL1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
795	SALL2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
796	SALL3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
797	SALL4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
798	SATB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
799	SATB2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
801	SCML4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
802	SCRT1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
803	SCRT2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
804	SCX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
805	SEBOX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
807	SETDB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
808	SETDB2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
809	SGSM2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
810	SHOX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
811	SHOX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
812	SIM1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
814	SIX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
815	SIX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
816	SIX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
817	SIX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
818	SIX5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
819	SIX6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
820	SKI	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
821	SKIL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
822	SKOR1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
823	SKOR2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
824	SLC2A4RG	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
826	SMAD3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
827	SMAD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
828	SMAD5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
829	SMAD9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
831	SNAI1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
832	SNAI2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
833	SNAI3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
834	SNAPC2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
835	SNAPC4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
836	SNAPC5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
837	SOHLH1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
838	SOHLH2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
839	SON	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
840	SOX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
842	SOX11	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
843	SOX12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
844	SOX13	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
845	SOX14	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
846	SOX15	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
847	SOX17	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
848	SOX18	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
849	SOX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
850	SOX21	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
851	SOX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
852	SOX30	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
855	SOX6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
856	SOX7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
857	SOX8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
858	SOX9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
859	SP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
860	SP100	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
861	SP110	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
862	SP140	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
863	SP140L	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
864	SP2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
865	SP3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
866	SP4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
867	SP5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
868	SP6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
869	SP7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
870	SP8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
871	SP9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
872	SPDEF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
873	SPEN	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
876	SPIC	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
877	SPZ1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
878	SRCAP	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
879	SREBF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
880	SREBF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
881	SRF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
882	SRY	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
884	STAT1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
885	STAT2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
886	STAT3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
888	STAT5A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
889	STAT5B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
890	STAT6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
891	T	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
893	TAL2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
894	TBP	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
895	TBPL1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
896	TBPL2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
897	TBR1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
898	TBX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
899	TBX10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
900	TBX15	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
901	TBX18	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
902	TBX19	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
903	TBX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
904	TBX20	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
906	TBX22	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
907	TBX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
908	TBX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
909	TBX5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
910	TBX6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
911	TCF12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
912	TCF15	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
913	TCF20	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
914	TCF21	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
915	TCF23	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
916	TCF24	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
917	TCF3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
919	TCF7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
922	TCFL5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
923	TEAD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
924	TEAD2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
925	TEAD3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
926	TEAD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
927	TEF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
928	TERB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
929	TERF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
930	TERF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
931	TET1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
934	TFAP2A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
935	TFAP2B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
936	TFAP2C	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
937	TFAP2D	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
938	TFAP2E	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
939	TFAP4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
940	TFCP2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
941	TFCP2L1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
942	TFDP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
944	TFDP3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
945	TFE3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
946	TFEB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
948	TGIF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
949	TGIF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
950	TGIF2LX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
951	TGIF2LY	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
952	THAP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
953	THAP10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
954	THAP11	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
955	THAP12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
956	THAP2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
957	THAP3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
958	THAP4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
959	THAP5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
960	THAP6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
961	THAP7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
962	THAP8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
963	THAP9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
964	THRA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
966	THYN1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
967	TIGD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
968	TIGD2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
969	TIGD3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
970	TIGD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
971	TIGD5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
972	TIGD6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
973	TIGD7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
974	TLX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
975	TLX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
976	TLX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
977	TMF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
978	TOPORS	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
979	TP53	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
981	TP73	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
982	TPRX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
983	TRAFD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
984	TRERF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
986	TSC22D1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
987	TSHZ1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
990	TTF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
991	TWIST1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
992	TWIST2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
993	UBP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
994	UNCX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
995	USF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
996	USF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
997	USF3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
998	VAX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
999	VAX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1001	VENTX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1002	VEZF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1003	VSX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1004	VSX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1005	WIZ	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1006	WT1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1008	XPA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1009	YBX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1010	YBX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1012	YY1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1013	YY2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1014	ZBED1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1015	ZBED2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1016	ZBED3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1017	ZBED4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1018	ZBED5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1019	ZBED6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1020	ZBED9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1021	ZBTB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1022	ZBTB10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1023	ZBTB11	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1024	ZBTB12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1025	ZBTB14	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1027	ZBTB17	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1028	ZBTB18	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1029	ZBTB2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1030	ZBTB20	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1031	ZBTB21	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1032	ZBTB22	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1033	ZBTB24	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1034	ZBTB25	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1035	ZBTB26	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1036	ZBTB3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1037	ZBTB32	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1038	ZBTB33	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1039	ZBTB34	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1040	ZBTB37	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1041	ZBTB38	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1042	ZBTB39	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1043	ZBTB4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1044	ZBTB40	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1045	ZBTB41	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1046	ZBTB42	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1047	ZBTB43	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1048	ZBTB44	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1049	ZBTB45	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1051	ZBTB47	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1052	ZBTB48	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1053	ZBTB49	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1054	ZBTB5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1055	ZBTB6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1056	ZBTB7A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1057	ZBTB7B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1058	ZBTB7C	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1059	ZBTB8A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1060	ZBTB8B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1061	ZBTB9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1062	ZC3H8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1063	ZEB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1066	ZFHX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1068	ZFHX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1069	ZFP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1070	ZFP14	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1071	ZFP2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1072	ZFP28	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1073	ZFP3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1074	ZFP30	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1075	ZFP37	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1076	ZFP41	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1077	ZFP42	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1078	ZFP57	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1079	ZFP62	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1081	ZFP69	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1082	ZFP69B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1083	ZFP82	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1084	ZFP90	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1085	ZFP91	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1086	ZFP92	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1087	ZFPM1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1088	ZFPM2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1089	ZFX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1090	ZFY	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1091	ZGLP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1092	ZGPAT	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1093	ZHX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1094	ZHX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1095	ZHX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1096	ZIC1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1097	ZIC2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1098	ZIC3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1099	ZIC4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1100	ZIC5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1101	ZIK1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1102	ZIM2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1103	ZIM3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1104	ZKSCAN1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1105	ZKSCAN2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1106	ZKSCAN3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1107	ZKSCAN4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1108	ZKSCAN5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1109	ZKSCAN7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1110	ZKSCAN8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1111	ZMAT1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1113	ZNF10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1114	ZNF100	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
1115	ZNF101	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
