tf_symbol	tf_symbol_original	catalogue_index	reference_name	reference_version	rna_var_name	rna_gene_symbol	present_in_rna	included_as_tf_node	exclusion_reason
ZMAT4	ZMAT4	1112	Lambert_human_TFs	v1.01	ZMAT4	ZMAT4	True	True	
ZNF10	ZNF10	1113	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF100	ZNF100	1114	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF101	ZNF101	1115	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF107	ZNF107	1116	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF112	ZNF112	1117	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF114	ZNF114	1118	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF117	ZNF117	1119	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF12	ZNF12	1120	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF121	ZNF121	1121	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF124	ZNF124	1122	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF131	ZNF131	1123	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF132	ZNF132	1124	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF133	ZNF133	1125	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF134	ZNF134	1126	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF135	ZNF135	1127	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF136	ZNF136	1128	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF138	ZNF138	1129	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF14	ZNF14	1130	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF140	ZNF140	1131	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF141	ZNF141	1132	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF142	ZNF142	1133	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF143	ZNF143	1134	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF146	ZNF146	1135	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF148	ZNF148	1136	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF154	ZNF154	1137	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF155	ZNF155	1138	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF157	ZNF157	1139	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF16	ZNF16	1140	Lambert_human_TFs	v1.01	ZNF16	ZNF16	True	True	
ZNF160	ZNF160	1141	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF165	ZNF165	1142	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF169	ZNF169	1143	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF17	ZNF17	1144	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF174	ZNF174	1145	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF175	ZNF175	1146	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF177	ZNF177	1147	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF18	ZNF18	1148	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF180	ZNF180	1149	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF181	ZNF181	1150	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF182	ZNF182	1151	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF184	ZNF184	1152	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF189	ZNF189	1153	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF19	ZNF19	1154	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF195	ZNF195	1155	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF197	ZNF197	1156	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF2	ZNF2	1157	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF20	ZNF20	1158	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF200	ZNF200	1159	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF202	ZNF202	1160	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF205	ZNF205	1161	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF207	ZNF207	1162	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF208	ZNF208	1163	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF211	ZNF211	1164	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF212	ZNF212	1165	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF213	ZNF213	1166	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF214	ZNF214	1167	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF215	ZNF215	1168	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF217	ZNF217	1169	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF219	ZNF219	1170	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF22	ZNF22	1171	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF221	ZNF221	1172	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF222	ZNF222	1173	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF223	ZNF223	1174	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF224	ZNF224	1175	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF225	ZNF225	1176	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF226	ZNF226	1177	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF227	ZNF227	1178	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF229	ZNF229	1179	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF23	ZNF23	1180	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF230	ZNF230	1181	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF232	ZNF232	1182	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF233	ZNF233	1183	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF234	ZNF234	1184	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF235	ZNF235	1185	Lambert_human_TFs	v1.01	ZNF235	ZNF235	True	True	
ZNF236	ZNF236	1186	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF239	ZNF239	1187	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF24	ZNF24	1188	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF248	ZNF248	1189	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF25	ZNF25	1190	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF250	ZNF250	1191	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF251	ZNF251	1192	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF253	ZNF253	1193	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF254	ZNF254	1194	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF256	ZNF256	1195	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF257	ZNF257	1196	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF26	ZNF26	1197	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF260	ZNF260	1198	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF263	ZNF263	1199	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF264	ZNF264	1200	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF266	ZNF266	1201	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF267	ZNF267	1202	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF268	ZNF268	1203	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF273	ZNF273	1204	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF274	ZNF274	1205	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF275	ZNF275	1206	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF276	ZNF276	1207	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF277	ZNF277	1208	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF28	ZNF28	1209	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF280A	ZNF280A	1210	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF280B	ZNF280B	1211	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF280C	ZNF280C	1212	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF280D	ZNF280D	1213	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF281	ZNF281	1214	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF282	ZNF282	1215	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF283	ZNF283	1216	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF284	ZNF284	1217	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF285	ZNF285	1218	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF286A	ZNF286A	1219	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF286B	ZNF286B	1220	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF287	ZNF287	1221	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF292	ZNF292	1222	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF296	ZNF296	1223	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF3	ZNF3	1224	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF30	ZNF30	1225	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF300	ZNF300	1226	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF302	ZNF302	1227	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF304	ZNF304	1228	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF311	ZNF311	1229	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF316	ZNF316	1230	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF317	ZNF317	1231	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF318	ZNF318	1232	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF319	ZNF319	1233	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF32	ZNF32	1234	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF320	ZNF320	1235	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF322	ZNF322	1236	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF324	ZNF324	1237	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF324B	ZNF324B	1238	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF326	ZNF326	1239	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF329	ZNF329	1240	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF331	ZNF331	1241	Lambert_human_TFs	v1.01	ZNF331	ZNF331	True	True	
ZNF333	ZNF333	1242	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF334	ZNF334	1243	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF335	ZNF335	1244	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF337	ZNF337	1245	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF33A	ZNF33A	1246	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF33B	ZNF33B	1247	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF34	ZNF34	1248	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF341	ZNF341	1249	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF343	ZNF343	1250	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF345	ZNF345	1251	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF346	ZNF346	1252	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF347	ZNF347	1253	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF35	ZNF35	1254	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF350	ZNF350	1255	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF354A	ZNF354A	1256	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF354B	ZNF354B	1257	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF354C	ZNF354C	1258	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF358	ZNF358	1259	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF362	ZNF362	1260	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF365	ZNF365	1261	Lambert_human_TFs	v1.01	ZNF365	ZNF365	True	True	
ZNF366	ZNF366	1262	Lambert_human_TFs	v1.01	ZNF366	ZNF366	True	True	
ZNF367	ZNF367	1263	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF37A	ZNF37A	1264	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF382	ZNF382	1265	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF383	ZNF383	1266	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF384	ZNF384	1267	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF385A	ZNF385A	1268	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF385B	ZNF385B	1269	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF385C	ZNF385C	1270	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF385D	ZNF385D	1271	Lambert_human_TFs	v1.01	ZNF385D	ZNF385D	True	True	
ZNF391	ZNF391	1272	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF394	ZNF394	1273	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF395	ZNF395	1274	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF396	ZNF396	1275	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF397	ZNF397	1276	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF398	ZNF398	1277	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF404	ZNF404	1278	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF407	ZNF407	1279	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF408	ZNF408	1280	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF41	ZNF41	1281	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF410	ZNF410	1282	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF414	ZNF414	1283	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF415	ZNF415	1284	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF416	ZNF416	1285	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF417	ZNF417	1286	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF418	ZNF418	1287	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF419	ZNF419	1288	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF420	ZNF420	1289	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF423	ZNF423	1290	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF425	ZNF425	1291	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF426	ZNF426	1292	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF428	ZNF428	1293	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF429	ZNF429	1294	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF43	ZNF43	1295	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF430	ZNF430	1296	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF431	ZNF431	1297	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF432	ZNF432	1298	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF433	ZNF433	1299	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF436	ZNF436	1300	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF438	ZNF438	1301	Lambert_human_TFs	v1.01	ZNF438	ZNF438	True	True	
ZNF439	ZNF439	1302	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF44	ZNF44	1303	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF440	ZNF440	1304	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF441	ZNF441	1305	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF442	ZNF442	1306	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF443	ZNF443	1307	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF444	ZNF444	1308	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF445	ZNF445	1309	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF446	ZNF446	1310	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF449	ZNF449	1311	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF45	ZNF45	1312	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF451	ZNF451	1313	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF454	ZNF454	1314	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF460	ZNF460	1315	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF461	ZNF461	1316	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF462	ZNF462	1317	Lambert_human_TFs	v1.01	ZNF462	ZNF462	True	True	
ZNF467	ZNF467	1318	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF468	ZNF468	1319	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF469	ZNF469	1320	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF470	ZNF470	1321	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF471	ZNF471	1322	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF473	ZNF473	1323	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF474	ZNF474	1324	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF479	ZNF479	1325	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF48	ZNF48	1326	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF480	ZNF480	1327	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF483	ZNF483	1328	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF484	ZNF484	1329	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF485	ZNF485	1330	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF486	ZNF486	1331	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF487	ZNF487	1332	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF488	ZNF488	1333	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF490	ZNF490	1334	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF491	ZNF491	1335	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF492	ZNF492	1336	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF493	ZNF493	1337	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF496	ZNF496	1338	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF497	ZNF497	1339	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF500	ZNF500	1340	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF501	ZNF501	1341	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF502	ZNF502	1342	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF503	ZNF503	1343	Lambert_human_TFs	v1.01	ZNF503	ZNF503	True	True	
ZNF506	ZNF506	1344	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF507	ZNF507	1345	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF510	ZNF510	1346	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF511	ZNF511	1347	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF512	ZNF512	1348	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF512B	ZNF512B	1349	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF513	ZNF513	1350	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF514	ZNF514	1351	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF516	ZNF516	1352	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF517	ZNF517	1353	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF518A	ZNF518A	1354	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF518B	ZNF518B	1355	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF519	ZNF519	1356	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF521	ZNF521	1357	Lambert_human_TFs	v1.01	ZNF521	ZNF521	True	True	
ZNF524	ZNF524	1358	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF525	ZNF525	1359	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF526	ZNF526	1360	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF527	ZNF527	1361	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF528	ZNF528	1362	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF529	ZNF529	1363	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF530	ZNF530	1364	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF532	ZNF532	1365	Lambert_human_TFs	v1.01	ZNF532	ZNF532	True	True	
ZNF534	ZNF534	1366	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF536	ZNF536	1367	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF540	ZNF540	1368	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF541	ZNF541	1369	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF543	ZNF543	1370	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF544	ZNF544	1371	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF546	ZNF546	1372	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF547	ZNF547	1373	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF548	ZNF548	1374	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF549	ZNF549	1375	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF550	ZNF550	1376	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF551	ZNF551	1377	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZNF552	ZNF552	1378	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
