tf_symbol	tf_symbol_original	catalogue_index	reference_name	reference_version	rna_var_name	rna_gene_symbol	present_in_rna	included_as_tf_node	exclusion_reason
MYCL	MYCL	557	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYCN	MYCN	558	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYF5	MYF5	559	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYF6	MYF6	560	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYNN	MYNN	561	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYOD1	MYOD1	562	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYOG	MYOG	563	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYPOP	MYPOP	564	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYRF	MYRF	565	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYRFL	MYRFL	566	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYSM1	MYSM1	567	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYT1	MYT1	568	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MYT1L	MYT1L	569	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
MZF1	MZF1	570	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NACC2	NACC2	571	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NAIF1	NAIF1	572	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NANOG	NANOG	573	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NANOGNB	NANOGNB	574	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NANOGP8	NANOGP8	575	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NCOA1	NCOA1	576	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NCOA2	NCOA2	577	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NCOA3	NCOA3	578	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NEUROD1	NEUROD1	579	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NEUROD2	NEUROD2	580	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NEUROD4	NEUROD4	581	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NEUROD6	NEUROD6	582	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NEUROG1	NEUROG1	583	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NEUROG2	NEUROG2	584	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NEUROG3	NEUROG3	585	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFAT5	NFAT5	586	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFATC1	NFATC1	587	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFATC2	NFATC2	588	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFATC3	NFATC3	589	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFATC4	NFATC4	590	Lambert_human_TFs	v1.01	NFATC4	NFATC4	True	True	
NFE2	NFE2	591	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFE2L1	NFE2L1	592	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFE2L2	NFE2L2	593	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFE2L3	NFE2L3	594	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFE4	NFE4	595	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFIA	NFIA	596	Lambert_human_TFs	v1.01	NFIA	NFIA	True	True	
NFIB	NFIB	597	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFIC	NFIC	598	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFIL3	NFIL3	599	Lambert_human_TFs	v1.01	NFIL3	NFIL3	True	True	
NFIX	NFIX	600	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFKB1	NFKB1	601	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFKB2	NFKB2	602	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFX1	NFX1	603	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFXL1	NFXL1	604	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFYA	NFYA	605	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFYB	NFYB	606	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NFYC	NFYC	607	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NHLH1	NHLH1	608	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NHLH2	NHLH2	609	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKRF	NKRF	610	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX1-1	NKX1-1	611	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX1-2	NKX1-2	612	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX2-1	NKX2-1	613	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX2-2	NKX2-2	614	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX2-3	NKX2-3	615	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX2-4	NKX2-4	616	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX2-5	NKX2-5	617	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX2-6	NKX2-6	618	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX2-8	NKX2-8	619	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX3-1	NKX3-1	620	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX3-2	NKX3-2	621	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX6-1	NKX6-1	622	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX6-2	NKX6-2	623	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NKX6-3	NKX6-3	624	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NME2	NME2	625	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NOBOX	NOBOX	626	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NOTO	NOTO	627	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NPAS1	NPAS1	628	Lambert_human_TFs	v1.01	NPAS1	NPAS1	True	True	
NPAS2	NPAS2	629	Lambert_human_TFs	v1.01	NPAS2	NPAS2	True	True	
NPAS3	NPAS3	630	Lambert_human_TFs	v1.01	NPAS3	NPAS3	True	True	
NPAS4	NPAS4	631	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR0B1	NR0B1	632	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR1D1	NR1D1	633	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR1D2	NR1D2	634	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR1H2	NR1H2	635	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR1H3	NR1H3	636	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR1H4	NR1H4	637	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR1I2	NR1I2	638	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR1I3	NR1I3	639	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR2C1	NR2C1	640	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR2C2	NR2C2	641	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR2E1	NR2E1	642	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR2E3	NR2E3	643	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR2F1	NR2F1	644	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR2F2	NR2F2	645	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR2F6	NR2F6	646	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR3C1	NR3C1	647	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR3C2	NR3C2	648	Lambert_human_TFs	v1.01	NR3C2	NR3C2	True	True	
NR4A1	NR4A1	649	Lambert_human_TFs	v1.01	NR4A1	NR4A1	True	True	
NR4A2	NR4A2	650	Lambert_human_TFs	v1.01	NR4A2	NR4A2	True	True	
NR4A3	NR4A3	651	Lambert_human_TFs	v1.01	NR4A3	NR4A3	True	True	
NR5A1	NR5A1	652	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR5A2	NR5A2	653	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NR6A1	NR6A1	654	Lambert_human_TFs	v1.01	NR6A1	NR6A1	True	True	
NRF1	NRF1	655	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
NRL	NRL	656	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OLIG1	OLIG1	657	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OLIG2	OLIG2	658	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OLIG3	OLIG3	659	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ONECUT1	ONECUT1	660	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ONECUT2	ONECUT2	661	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ONECUT3	ONECUT3	662	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OSR1	OSR1	663	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OSR2	OSR2	664	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OTP	OTP	665	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OTX1	OTX1	666	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OTX2	OTX2	667	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OVOL1	OVOL1	668	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OVOL2	OVOL2	669	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
OVOL3	OVOL3	670	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PA2G4	PA2G4	671	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PATZ1	PATZ1	672	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX1	PAX1	673	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX2	PAX2	674	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX3	PAX3	675	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX4	PAX4	676	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX5	PAX5	677	Lambert_human_TFs	v1.01	PAX5	PAX5	True	True	
PAX6	PAX6	678	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX7	PAX7	679	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX8	PAX8	680	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PAX9	PAX9	681	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PBX1	PBX1	682	Lambert_human_TFs	v1.01	PBX1	PBX1	True	True	
PBX2	PBX2	683	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PBX3	PBX3	684	Lambert_human_TFs	v1.01	PBX3	PBX3	True	True	
PBX4	PBX4	685	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PCGF2	PCGF2	686	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PCGF6	PCGF6	687	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PDX1	PDX1	688	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PEG3	PEG3	689	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PGR	PGR	690	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PHF1	PHF1	691	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PHF19	PHF19 	692	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PHF20	PHF20	693	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PHF21A	PHF21A	694	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PHOX2A	PHOX2A	695	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PHOX2B	PHOX2B	696	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PIN1	PIN1	697	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PITX1	PITX1	698	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PITX2	PITX2	699	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PITX3	PITX3	700	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PKNOX1	PKNOX1	701	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PKNOX2	PKNOX2	702	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PLAG1	PLAG1	703	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PLAGL1	PLAGL1	704	Lambert_human_TFs	v1.01	PLAGL1	PLAGL1	True	True	
PLAGL2	PLAGL2	705	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PLSCR1	PLSCR1	706	Lambert_human_TFs	v1.01	PLSCR1	PLSCR1	True	True	
POGK	POGK	707	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU1F1	POU1F1	708	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU2AF1	POU2AF1	709	Lambert_human_TFs	v1.01	POU2AF1	POU2AF1	True	True	
POU2F1	POU2F1	710	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU2F2	POU2F2	711	Lambert_human_TFs	v1.01	POU2F2	POU2F2	True	True	
POU2F3	POU2F3	712	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU3F1	POU3F1	713	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU3F2	POU3F2	714	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU3F3	POU3F3	715	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU3F4	POU3F4	716	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU4F1	POU4F1	717	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU4F2	POU4F2	718	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU4F3	POU4F3	719	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU5F1	POU5F1	720	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU5F1B	POU5F1B	721	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU5F2	POU5F2	722	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU6F1	POU6F1	723	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
POU6F2	POU6F2	724	Lambert_human_TFs	v1.01	POU6F2	POU6F2	True	True	
PPARA	PPARA	725	Lambert_human_TFs	v1.01	PPARA	PPARA	True	True	
PPARD	PPARD	726	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PPARG	PPARG	727	Lambert_human_TFs	v1.01	PPARG	PPARG	True	True	
PRDM1	PRDM1	728	Lambert_human_TFs	v1.01	PRDM1	PRDM1	True	True	
PRDM10	PRDM10	729	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM12	PRDM12	730	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM13	PRDM13	731	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM14	PRDM14	732	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM15	PRDM15	733	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM16	PRDM16	734	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM2	PRDM2	735	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM4	PRDM4	736	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM5	PRDM5	737	Lambert_human_TFs	v1.01	PRDM5	PRDM5	True	True	
PRDM6	PRDM6	738	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM8	PRDM8	739	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRDM9	PRDM9	740	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PREB	PREB	741	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRMT3	PRMT3	742	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PROP1	PROP1	743	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PROX1	PROX1	744	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PROX2	PROX2	745	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRR12	PRR12	746	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRRX1	PRRX1	747	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PRRX2	PRRX2	748	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PTF1A	PTF1A	749	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PURA	PURA	750	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PURB	PURB	751	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
PURG	PURG	752	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RAG1	RAG1	753	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RARA	RARA	754	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RARB	RARB	755	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RARG	RARG	756	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RAX	RAX	757	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RAX2	RAX2	758	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RBAK	RBAK	759	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RBCK1	RBCK1	760	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RBPJ	RBPJ	761	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RBPJL	RBPJL	762	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RBSN	RBSN	763	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
REL	REL	764	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RELA	RELA	765	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RELB	RELB	766	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
REPIN1	REPIN1	767	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
REST	REST	768	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
REXO4	REXO4	769	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RFX1	RFX1	770	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RFX2	RFX2	771	Lambert_human_TFs	v1.01	RFX2	RFX2	True	True	
RFX3	RFX3	772	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RFX4	RFX4	773	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RFX5	RFX5	774	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RFX6	RFX6	775	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RFX7	RFX7	776	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RFX8	RFX8	777	Lambert_human_TFs	v1.01	RFX8	RFX8	True	True	
RHOXF1	RHOXF1	778	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RHOXF2	RHOXF2	779	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RHOXF2B	RHOXF2B	780	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RLF	RLF	781	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RORA	RORA	782	Lambert_human_TFs	v1.01	RORA	RORA	True	True	
RORB	RORB	783	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RORC	RORC	784	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RREB1	RREB1	785	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RUNX1	RUNX1	786	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RUNX2	RUNX2	787	Lambert_human_TFs	v1.01	RUNX2	RUNX2	True	True	
RUNX3	RUNX3	788	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RXRA	RXRA	789	Lambert_human_TFs	v1.01	RXRA	RXRA	True	True	
RXRB	RXRB	790	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
RXRG	RXRG	791	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SAFB	SAFB	792	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SAFB2	SAFB2	793	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SALL1	SALL1	794	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SALL2	SALL2	795	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SALL3	SALL3	796	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SALL4	SALL4	797	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SATB1	SATB1	798	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SATB2	SATB2	799	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SCMH1	SCMH1	800	Lambert_human_TFs	v1.01	SCMH1	SCMH1	True	True	
SCML4	SCML4	801	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SCRT1	SCRT1	802	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SCRT2	SCRT2	803	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SCX	SCX	804	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SEBOX	SEBOX	805	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SETBP1	SETBP1	806	Lambert_human_TFs	v1.01	SETBP1	SETBP1	True	True	
SETDB1	SETDB1	807	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SETDB2	SETDB2	808	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SGSM2	SGSM2	809	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SHOX	SHOX	810	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SHOX2	SHOX2	811	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SIM1	SIM1	812	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SIM2	SIM2	813	Lambert_human_TFs	v1.01	SIM2	SIM2	True	True	
SIX1	SIX1	814	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SIX2	SIX2	815	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SIX3	SIX3	816	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SIX4	SIX4	817	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SIX5	SIX5	818	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SIX6	SIX6	819	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SKI	SKI	820	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SKIL	SKIL	821	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SKOR1	SKOR1	822	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SKOR2	SKOR2	823	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SLC2A4RG	SLC2A4RG	824	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SMAD1	SMAD1	825	Lambert_human_TFs	v1.01	SMAD1	SMAD1	True	True	
SMAD3	SMAD3	826	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SMAD4	SMAD4	827	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SMAD5	SMAD5	828	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SMAD9	SMAD9	829	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SMYD3	SMYD3	830	Lambert_human_TFs	v1.01	SMYD3	SMYD3	True	True	
SNAI1	SNAI1	831	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SNAI2	SNAI2	832	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SNAI3	SNAI3	833	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SNAPC2	SNAPC2	834	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SNAPC4	SNAPC4	835	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
